millis,frequency
26523669,0.032521
26524669,0.032521
26525669,0.032521
26526669,0.032521
26527669,0.032521
26528669,0.036845
26529669,0.036845
26530669,0.036845
26531669,0.036845
26532669,0.036845
26533669,0.036845
26534669,0.036845
26535669,0.036845
26536669,0.036845
26537669,0.036845
26538669,0.036845
26539669,0.036845
26540669,0.036845
26541669,0.036845
26542669,0.036845
26543669,0.036845
26544669,0.036845
26545669,0.036845
26546669,0.036845
26547669,0.036845
26548669,0.036845
26549669,0.036845
26550669,0.036845
26551669,0.036845
26552669,0.036845
26553669,0.036845
26554669,0.036845
26555669,0.036845
26556669,0
26557669,0
26558669,0
26559669,0.032851
26560669,0.032851
26561669,0.032851
26562669,0.032851
26563669,0.032851
26564669,0.032851
26565669,0.032851
26566669,0.032851
26567669,0.032851
26568669,0.032851
26569669,0.032851
26570669,0.032851
26571669,0.032851
26572669,0.032851
26573669,0.032851
26574669,0.032851
26575669,0.032851
26576669,0.032851
26577669,0.032851
26578669,0.032851
26579669,0.032851
26580669,0.032851
26581669,0.032851
26582669,0.032851
26583669,0.032851
26584669,0.032851
26585669,0.038769
26586669,0.038769
26587669,0.038769
26588669,0.038769
26589669,0.038769
26590669,0.038769
26591669,0.038769
26592669,0.038769
26593669,0.038769
26594669,0.038769
26595669,0.038769
26596669,0.038769
26597669,0.038769
26598669,0.038769
26599669,0.038769
26600669,0.038769
26601669,0.038769
26602669,0.038769
26603669,0.038769
26604669,0.038769
26605669,0.038769
26606669,0.038769
26607669,0.038769
26608669,0.038769
26609669,0.038769
26610669,0
26611669,0
26612669,0
26613669,0
26614669,0
26615669,0
26616669,0.03164
26617669,0.03164
26618669,0.03164
26619669,0.03164
26620669,0.03164
26621669,0.03164
26622669,0.03164
26623669,0.03164
26624669,0.03164
26625669,0.03164
26626669,0.03164
26627669,0.03164
26628669,0.03164
26629669,0.03164
26630669,0.03164
26631669,0.03164
26632669,0.03164
26633669,0.03164
26634669,0.03164
26635669,0.03164
26636669,0.03164
26637669,0.03164
26638669,0.03164
26639669,0.03164
26640669,0.03164
26641669,0.03164
26642669,0.03164
26643669,0.03164
26644669,0.03164
26645669,0.03164
26646669,0.03164
26647669,0.03164
26648669,0
26649669,0.030503
26650669,0.030503
26651669,0.030503
26652669,0.030503
26653669,0.030503
26654669,0.030503
26655669,0.030503
26656669,0.030503
26657669,0.030503
26658669,0.030503
26659669,0.030503
26660669,0.030503
26661669,0.030503
26662669,0.030503
26663669,0.030503
26664669,0.030503
26665669,0.030503
26666669,0.030503
26667669,0.030503
26668669,0.030503
26669669,0.030503
26670669,0.030503
26671669,0.030503
26672669,0.030503
26673669,0.030503
26674669,0.030503
26675669,0.038903
26676669,0.038903
26677669,0.038903
26678669,0.038903
26679669,0.038903
26680670,0.038903
26681670,0.038903
26682670,0.038903
26683670,0.038903
26684670,0.038903
26685670,0.038903
26686670,0.038903
26687670,0.038903
26688670,0.038903
26689670,0.038903
26690670,0.038903
26691670,0.038903
26692670,0.038903
26693670,0.038903
26694670,0.038903
26695670,0.038903
26696670,0.038903
26697670,0.038903
26698670,0.038903
26699670,0.038903
26700670,0
26701670,0
26702670,0
26703670,0
26704670,0
26705670,0
26706670,0.032406
26707670,0.032406
26708670,0.032406
26709670,0.032406
26710670,0.032406
26711670,0.032406
26712670,0.032406
26713670,0.032406
26714670,0.032406
26715670,0.032406
26716670,0.032406
26717670,0.032406
26718670,0.032406
26719670,0.032406
26720670,0.032406
26721670,0.032406
26722670,0.032406
26723670,0.032406
26724670,0.032406
26725670,0.032406
26726670,0.032406
26727670,0.032406
26728670,0.032406
26729670,0.032406
26730670,0.032406
26731670,0.032406
26732670,0.032406
26733670,0.032406
26734670,0.032406
26735670,0.032406
26736670,0
26737670,0
26738670,0.030841
26739670,0.030841
26740670,0.030841
26741670,0.030841
26742670,0.030841
26743670,0.030841
26744670,0.030841
26745670,0.030841
26746670,0.030841
26747670,0.030841
26748670,0.030841
26749670,0.030841
26750670,0.030841
26751670,0.030841
26752670,0.030841
26753670,0.030841
26754670,0.030841
26755670,0.030841
26756670,0.030841
26757670,0.030841
26758670,0.030841
26759670,0.030841
26760670,0.030841
26761670,0.030841
26762670,0.030841
26763670,0.030841
26764670,0.030841
26765670,0.030841
26766670,0.030841
26767670,0.030841
26768670,0.030841
26769670,0.030841
26770670,0
26771670,0
26772670,0
26773670,0
26774670,0
26775670,0
26776670,0
26777670,0
26778670,0
26779670,0.024471
26780670,0.024471
26781670,0.024471
26782670,0.024471
26783670,0.024471
26784670,0.024471
26785670,0.024471
26786670,0.024471
26787670,0.024471
26788670,0.024471
26789670,0.024471
26790670,0.024471
26791670,0.024471
26792670,0.024471
26793670,0.024471
26794670,0.024471
26795670,0.024471
26796670,0.024471
26797670,0.024471
26798670,0.024471
26799670,0.024471
26800670,0.024471
26801670,0.024471
26802670,0.024471
26803670,0.024471
26804670,0.024471
26805670,0.038269
26806670,0.038269
26807670,0.038269
26808670,0.038269
26809670,0.038269
26810670,0.038269
26811670,0.038269
26812670,0.038269
26813670,0.038269
26814670,0.038269
26815670,0.038269
26816670,0.038269
26817670,0.038269
26818670,0.038269
26819670,0.038269
26820670,0.038269
26821670,0.038269
26822670,0.038269
26823670,0.038269
26824670,0.038269
26825670,0.038269
26826670,0.038269
26827670,0.038269
26828670,0.038269
26829670,0.038269
26830670,0.038269
26831670,0
26832670,0
26833670,0
26834670,0
26835670,0
26836670,0
26837670,0
26838670,0.03022
26839670,0.03022
26840670,0.03022
26841670,0.03022
26842670,0.03022
26843670,0.03022
26844670,0.03022
26845670,0.03022
26846670,0.03022
26847670,0.03022
26848670,0.03022
26849670,0.03022
26850670,0.03022
26851670,0.03022
26852670,0.03022
26853670,0.03022
26854670,0.03022
26855670,0.03022
26856670,0.03022
26857670,0.03022
26858670,0.03022
26859670,0.03022
26860670,0.03022
26861670,0.03022
26862670,0.03022
26863670,0.03022
26864670,0.03022
26865670,0.03022
26866670,0.03022
26867670,0.03022
26868670,0.03022
26869670,0.03022
26870670,0.03022
26871670,0
26872670,0
26873670,0
26874670,0.02816
26875670,0.02816
26876670,0.02816
26877670,0.02816
26878670,0.02816
26879670,0.02816
26880670,0.02816
26881670,0.02816
26882670,0.02816
26883670,0.02816
26884670,0.02816
26885670,0.02816
26886670,0.02816
26887670,0.02816
26888670,0.02816
26889670,0.02816
26890670,0.02816
26891670,0.02816
26892670,0.02816
26893670,0.02816
26894670,0.02816
26895670,0.02816
26896670,0.02816
26897670,0.02816
26898670,0.02816
26899670,0.02816
26900670,0.02816
26901670,0.02816
26902670,0.02816
26903670,0.02816
26904670,0.02816
26905670,0.02816
26906670,0.02816
26907670,0.02816
26908670,0.02816
26909670,0.027944
26910670,0.027944
26911670,0.027944
26912670,0.027944
26913670,0.027944
26914670,0.027944
26915670,0.027944
26916670,0.027944
26917670,0.027944
26918670,0.027944
26919670,0.027944
26920670,0.027944
26921670,0.027944
26922670,0.027944
26923670,0.027944
26924670,0.027944
26925670,0.027944
26926670,0.027944
26927670,0.027944
26928670,0.027944
26929670,0.027944
26930670,0.027944
26931670,0.027944
26932670,0.027944
26933670,0.027944
26934670,0.027944
26935670,0.027944
26936670,0.027944
26937670,0.036635
26938671,0.036635
26939671,0.036635
26940671,0.036635
26941671,0.036635
26942671,0.036635
26943671,0.036635
26944671,0.036635
26945671,0.036635
26946671,0.036635
26947671,0.036635
26948671,0.036635
26949671,0.036635
26950671,0.036635
26951671,0.036635
26952671,0.036635
26953671,0.036635
26954671,0.036635
26955671,0.054351
26956671,0.054351
26957671,0.054351
26958671,0.054351
26959671,0.054351
26960671,0.054351
26961671,0.054351
26962671,0.054351
26963671,0.054351
26964671,0.054351
26965671,0.054351
26966671,0.054351
26967671,0.054351
26968671,0.054351
26969671,0.054351
26970671,0.054351
26971671,0.054351
26972671,0.054351
26973671,0
26974671,0
26975671,0
26976671,0
26977671,0
26978671,0
26979671,0
26980671,0
26981671,0
26982671,0
26983671,0
26984671,0
26985671,0
26986671,0
26987671,0
26988671,0.030704
26989671,0.030704
26990671,0.030704
26991671,0.030704
26992671,0.030704
26993671,0.030704
26994671,0.030704
26995671,0.030704
26996671,0.030704
26997671,0.030704
26998671,0.030704
26999671,0.030704
27000671,0.030704
27001671,0.030704
27002671,0.030704
27003671,0.030704
27004671,0.030704
27005671,0.030704
27006671,0.030704
27007671,0.030704
27008671,0.030704
27009671,0.030704
27010671,0.030704
27011671,0.030704
27012671,0.041219
27013671,0.041219
27014671,0.041219
27015671,0.041219
27016671,0.041219
27017671,0.041219
27018671,0.041219
27019671,0.041219
27020671,0.041219
27021671,0.041219
27022671,0.041219
27023671,0.041219
27024671,0.041219
27025671,0.041219
27026671,0.041219
27027671,0.041219
27028671,0.041219
27029671,0.041219
27030671,0.041219
27031671,0.041219
27032671,0.041219
27033671,0.041219
27034671,0.041219
27035671,0.041219
27036671,0
27037671,0
27038671,0
27039671,0
27040671,0
27041671,0
27042671,0
27043671,0
27044671,0
27045671,0
27046671,0
27047671,0.028744
27048671,0.028744
27049671,0.028744
27050671,0.028744
27051671,0.028744
27052671,0.028744
27053671,0.028744
27054671,0.028744
27055671,0.028744
27056671,0.028744
27057671,0.028744
27058671,0.028744
27059671,0.028744
27060671,0.028744
27061671,0.028744
27062671,0.028744
27063671,0.028744
27064671,0.028744
27065671,0.028744
27066671,0.028744
27067671,0.028744
27068671,0.028744
27069671,0.028744
27070671,0.028744
27071671,0.028744
27072671,0.028744
27073671,0.028744
27074671,0.028744
27075671,0.035779
27076671,0.035779
27077671,0.035779
27078671,0.035779
27079671,0.035779
27080671,0.035779
27081671,0.035779
27082671,0.035779
27083671,0.035779
27084671,0.035779
27085671,0.035779
27086671,0.035779
27087671,0.035779
27088671,0.035779
27089671,0.035779
27090671,0.035779
27091671,0.035779
27092671,0.035779
27093671,0.035779
27094671,0.035779
27095671,0.035779
27096671,0.035779
27097671,0.035779
27098671,0.035779
27099671,0.035779
27100671,0.035779
27101671,0.035779
27102671,0.035779
27103671,0
27104671,0
27105671,0
27106671,0
27107671,0.030483
27108671,0.030483
27109671,0.030483
27110671,0.030483
27111671,0.030483
27112671,0.030483
27113671,0.030483
27114671,0.030483
27115671,0.030483
27116671,0.030483
27117671,0.030483
27118671,0.030483
27119671,0.030483
27120671,0.030483
27121671,0.030483
27122671,0.030483
27123671,0.030483
27124671,0.030483
27125671,0.030483
27126671,0.030483
27127671,0.030483
27128671,0.030483
27129671,0.030483
27130671,0.030483
27131671,0.030483
27132671,0.030483
27133671,0.030483
27134671,0.030483
27135671,0.030483
27136671,0.030483
27137671,0.030483
27138671,0.030483
27139671,0.030483
27140671,0
27141671,0
27142671,0
27143671,0
27144671,0
27145671,0.026501
27146671,0.026501
27147671,0.026501
27148671,0.026501
27149671,0.026501
27150671,0.026501
27151671,0.026501
27152671,0.026501
27153671,0.026501
27154671,0.026501
27155671,0.026501
27156671,0.026501
27157671,0.026501
27158671,0.026501
27159671,0.026501
27160671,0.026501
27161671,0.026501
27162671,0.026501
27163671,0.026501
27164671,0.026501
27165671,0.026501
27166671,0.026501
27167671,0.026501
27168671,0.026501
27169671,0.026501
27170671,0.026501
27171671,0.026501
27172671,0.026501
27173671,0.026501
27174671,0.026501
27175671,0.033074
27176671,0.033074
27177671,0.033074
27178671,0.033074
27179671,0.033074
27180671,0.033074
27181671,0.033074
27182671,0.033074
27183671,0.033074
27184671,0.033074
27185671,0.033074
27186671,0.033074
27187671,0.033074
27188671,0.033074
27189671,0.033074
27190671,0.033074
27191671,0.033074
27192671,0.033074
27193671,0.033074
27194671,0.033074
27195671,0.033074
27196671,0.033074
27197671,0.033074
27198671,0.033074
27199671,0.033074
27200671,0.033074
27201671,0.033074
27202671,0.033074
27203671,0.033074
27204671,0.033074
27205671,0.033074
27206671,0
27207671,0
27208671,0
27209671,0
27210671,0
27211671,0.02777
27212671,0.02777
27213671,0.02777
27214671,0.02777
27215671,0.02777
27216671,0.02777
27217671,0.02777
27218671,0.02777
27219671,0.02777
27220671,0.02777
27221671,0.02777
27222671,0.02777
27223671,0.02777
27224671,0.02777
27225671,0.02777
27226671,0.02777
27227671,0.02777
27228671,0.02777
27229671,0.02777
27230671,0.02777
27231671,0.02777
27232671,0.02777
27233671,0.02777
27234671,0.02777
27235671,0.02777
27236671,0.02777
27237671,0.02777
27238671,0.02777
27239671,0.036076
27240671,0.036076
27241671,0.036076
27242671,0.036076
27243671,0.036076
27244671,0.036076
27245671,0.036076
27246671,0.036076
27247671,0.036076
27248671,0.036076
27249671,0.036076
27250671,0.036076
27251671,0.036076
27252671,0.036076
27253671,0.036076
27254671,0.036076
27255671,0.036076
27256671,0.036076
27257671,0.036076
27258671,0.036076
27259671,0.036076
27260671,0.036076
27261671,0.036076
27262671,0.036076
27263671,0.036076
27264671,0.036076
27265671,0.036076
27266671,0.036076
27267671,0
27268671,0
27269671,0
27270671,0.032389
27271671,0.032389
27272671,0.032389
27273671,0.032389
27274671,0.032389
27275671,0.032389
27276671,0.032389
27277671,0.032389
27278671,0.032389
27279671,0.032389
27280671,0.032389
27281671,0.032389
27282671,0.032389
27283671,0.032389
27284671,0.032389
27285671,0.032389
27286671,0.032389
27287671,0.032389
27288671,0.032389
27289671,0.032389
27290671,0.032389
27291671,0.032389
27292671,0.032389
27293671,0.032389
27294671,0.032389
27295671,0.032389
27296671,0.032389
27297671,0.032389
27298671,0.032389
27299671,0.032389
27300671,0.032389
27301671,0
27302671,0
27303671,0
27304671,0.029342
27305671,0.029342
27306671,0.029342
27307671,0.029342
27308671,0.029342
27309671,0.029342
27310671,0.029342
27311671,0.029342
27312671,0.029342
27313671,0.029342
27314671,0.029342
27315671,0.029342
27316671,0.029342
27317671,0.029342
27318671,0.029342
27319671,0.029342
27320671,0.029342
27321671,0.029342
27322671,0.029342
27323671,0.029342
27324671,0.029342
27325671,0.029342
27326671,0.029342
27327671,0.029342
27328671,0.029342
27329671,0.029342
27330671,0.038004
27331671,0.038004
27332671,0.038004
27333671,0.038004
27334671,0.038004
27335671,0.038004
27336671,0.038004
27337671,0.038004
27338671,0.038004
27339671,0.038004
27340671,0.038004
27341671,0.038004
27342671,0.038004
27343671,0.038004
27344671,0.038004
27345671,0.038004
27346671,0.038004
27347671,0.038004
27348671,0.038004
27349671,0.038004
27350671,0.038004
27351671,0.038004
27352671,0.038004
27353671,0.038004
27354671,0.038004
27355671,0.038004
27356671,0.038004
27357671,0
27358671,0
27359671,0
27360671,0
27361671,0.032333
27362671,0.032333
27363671,0.032333
27364671,0.032333
27365671,0.032333
27366671,0.032333
27367671,0.032333
27368671,0.032333
27369671,0.032333
27370671,0.032333
27371671,0.032333
27372671,0.032333
27373671,0.032333
27374671,0.032333
27375671,0.032333
27376671,0.032333
27377671,0.032333
27378671,0.032333
27379671,0.032333
27380671,0.032333
27381671,0.032333
27382671,0.032333
27383671,0.032333
27384671,0.032333
27385671,0.032333
27386671,0.032333
27387671,0.032333
27388671,0.032333
27389671,0.032333
27390671,0.032333
27391671,0.03341
27392671,0.03341
27393671,0.03341
27394671,0.03341
27395671,0.03341
27396671,0.03341
27397671,0.03341
27398671,0.03341
27399671,0.03341
27400671,0.03341
27401671,0.03341
27402671,0.03341
27403671,0.03341
27404671,0.03341
27405671,0.03341
27406671,0.03341
27407671,0.03341
27408671,0.03341
27409671,0.03341
27410671,0.03341
27411671,0.03341
27412671,0.03341
27413671,0.03341
27414671,0.03341
27415671,0.03341
27416671,0.03341
27417671,0.038382
27418671,0.038382
27419671,0.038382
27420671,0.038382
27421671,0.038382
27422671,0.038382
27423671,0.038382
27424671,0.038382
27425671,0.038382
27426671,0.038382
27427671,0.038382
27428671,0.038382
27429671,0.038382
27430671,0.038382
27431671,0.038382
27432671,0.038382
27433671,0.038382
27434671,0.038382
27435671,0.038382
27436671,0.038382
27437671,0.038382
27438671,0.038382
27439671,0.038382
27440671,0.038382
27441671,0.038382
27442671,0.038382
27443671,0
27444671,0
27445671,0
27446671,0
27447671,0
27448671,0
27449671,0
27450671,0
27451671,0
27452671,0.028986
27453671,0.028986
27454671,0.028986
27455671,0.028986
27456671,0.028986
27457671,0.028986
27458671,0.028986
27459671,0.028986
27460671,0.028986
27461671,0.028986
27462671,0.028986
27463671,0.028986
27464671,0.028986
27465671,0.028986
27466671,0.028986
27467671,0.028986
27468671,0.028986
27469671,0.057454
27470671,0.057454
27471671,0.057454
27472671,0.057454
27473671,0.057454
27474671,0.057454
27475671,0.057454
27476671,0.057454
27477671,0.057454
27478671,0.057454
27479671,0.057454
27480671,0.057454
27481671,0.057454
27482671,0.057454
27483671,0.057454
27484671,0.057454
27485671,0.057454
27486671,0.057454
27487671,0
27488671,0
27489671,0
27490671,0
27491671,0.045727
27492671,0.045727
27493671,0.045727
27494671,0.045727
27495671,0.045727
27496671,0.045727
27497671,0.045727
27498671,0.045727
27499671,0.045727
27500671,0.045727
27501671,0.045727
27502671,0.045727
27503671,0.045727
27504671,0.045727
27505671,0.045727
27506671,0.045727
27507671,0.045727
27508671,0.045727
27509671,0.045727
27510671,0.045727
27511671,0.045727
27512671,0.045727
27513671,0
27514671,0.043273
27515671,0.043273
27516671,0.043273
27517671,0.043273
27518671,0.043273
27519671,0.043273
27520671,0.043273
27521671,0.043273
27522671,0.043273
27523671,0.043273
27524671,0.043273
27525671,0.043273
27526671,0.043273
27527671,0.043273
27528671,0.043273
27529671,0.043273
27530671,0.043273
27531671,0.043273
27532671,0.043273
27533671,0.043273
27534671,0.043273
27535671,0.043273
27536671,0.043273
27537671,0
27538671,0
27539671,0
27540671,0
27541671,0
27542671,0
27543671,0
27544671,0
27545671,0
27546671,0
27547671,0
27548671,0
27549671,0
27550671,0.02802
27551671,0.02802
27552671,0.02802
27553671,0.02802
27554671,0.02802
27555671,0.02802
27556671,0.02802
27557671,0.02802
27558671,0.02802
27559671,0.02802
27560671,0.02802
27561671,0.02802
27562671,0.02802
27563671,0.02802
27564671,0.02802
27565671,0.02802
27566671,0.02802
27567671,0.02802
27568671,0.02802
27569671,0.02802
27570671,0.02802
27571671,0.02802
27572671,0.02802
27573671,0.02802
27574671,0.02802
27575671,0.02802
27576671,0.02802
27577671,0.02802
27578671,0.02802
27579671,0.02802
27580671,0.02802
27581671,0.02802
27582671,0.02802
27583671,0.02802
27584671,0.02802
27585671,0.02802
27586671,0.027837
27587671,0.027837
27588671,0.027837
27589671,0.027837
27590671,0.027837
27591671,0.027837
27592671,0.027837
27593671,0.027837
27594671,0.027837
27595671,0.027837
27596671,0.027837
27597671,0.027837
27598671,0.027837
27599671,0.027837
27600671,0.027837
27601671,0.027837
27602671,0.027837
27603671,0.027837
27604671,0.027837
27605671,0.027837
27606671,0.027837
27607671,0.027837
27608671,0.027837
27609671,0.027837
27610671,0.027837
27611671,0.027837
27612671,0.027837
27613671,0.027837
27614671,0.027837
27615672,0.034003
27616672,0.034003
27617672,0.034003
27618672,0.034003
27619672,0.034003
27620672,0.034003
27621672,0.034003
27622672,0.034003
27623672,0.034003
27624672,0.034003
27625672,0.034003
27626672,0.034003
27627672,0.034003
27628672,0.034003
27629672,0.034003
27630672,0.034003
27631672,0.034003
27632672,0.034003
27633672,0.034003
27634672,0.034003
27635672,0.034003
27636672,0.034003
27637672,0.034003
27638672,0.034003
27639672,0.034003
27640672,0.034003
27641672,0.034003
27642672,0.034003
27643672,0.034003
27644672,0.034003
27645672,0
27646672,0
27647672,0
27648672,0
27649672,0
27650672,0
27651672,0
27652672,0
27653672,0
27654672,0.025584
27655672,0.025584
27656672,0.025584
27657672,0.025584
27658672,0.025584
27659672,0.025584
27660672,0.025584
27661672,0.025584
27662672,0.025584
27663672,0.025584
27664672,0.025584
27665672,0.025584
27666672,0.025584
27667672,0.025584
27668672,0.025584
27669672,0.025584
27670672,0.025584
27671672,0.025584
27672672,0.025584
27673672,0.025584
27674672,0.025584
27675672,0.025584
27676672,0.025584
27677672,0.025584
27678672,0.025584
27679672,0.025584
27680672,0.038564
27681672,0.038564
27682672,0.038564
27683672,0.038564
27684672,0.038564
27685672,0.038564
27686672,0.038564
27687672,0.038564
27688672,0.038564
27689672,0.038564
27690672,0.038564
27691672,0.038564
27692672,0.038564
27693672,0.038564
27694672,0.038564
27695672,0.038564
27696672,0.038564
27697672,0.038564
27698672,0.038564
27699672,0.038564
27700672,0.038564
27701672,0.038564
27702672,0.038564
27703672,0.038564
27704672,0.038564
27705672,0.038564
27706672,0
27707672,0
27708672,0.035795
27709672,0.035795
27710672,0.035795
27711672,0.035795
27712672,0.035795
27713672,0.035795
27714672,0.035795
27715672,0.035795
27716672,0.035795
27717672,0.035795
27718672,0.035795
27719672,0.035795
27720672,0.035795
27721672,0.035795
27722672,0.035795
27723672,0.035795
27724672,0.035795
27725672,0.035795
27726672,0.035795
27727672,0.035795
27728672,0.035795
27729672,0.035795
27730672,0.035795
27731672,0.035795
27732672,0.035795
27733672,0.035795
27734672,0.035795
27735672,0.035795
27736672,0
27737672,0.035028
27738672,0.035028
27739672,0.035028
27740672,0.035028
27741672,0.035028
27742672,0.035028
27743672,0.035028
27744672,0.035028
27745672,0.035028
27746672,0.035028
27747672,0.035028
27748672,0.035028
27749672,0.035028
27750672,0.035028
27751672,0.035028
27752672,0.035028
27753672,0.035028
27754672,0.035028
27755672,0.035028
27756672,0.035028
27757672,0.035028
27758672,0.035028
27759672,0.035028
27760672,0.035028
27761672,0.035028
27762672,0.035028
27763672,0.035028
27764672,0.035028
27765672,0
27766672,0.033627
27767672,0.033627
27768672,0.033627
27769672,0.033627
27770672,0.033627
27771672,0.033627
27772672,0.033627
27773672,0.033627
27774672,0.033627
27775672,0.033627
27776672,0.033627
27777672,0.033627
27778672,0.033627
27779672,0.033627
27780672,0.033627
27781672,0.033627
27782672,0.033627
27783672,0.033627
27784672,0.033627
27785672,0.033627
27786672,0.033627
27787672,0.033627
27788672,0.033627
27789672,0.033627
27790672,0.033627
27791672,0.033627
27792672,0.033627
27793672,0.033627
27794672,0.033627
27795672,0.033627
27796672,0
27797672,0
27798672,0
27799672,0
27800672,0
27801672,0.028599
27802672,0.028599
27803672,0.028599
27804672,0.028599
27805672,0.028599
27806672,0.028599
27807672,0.028599
27808672,0.028599
27809672,0.028599
27810672,0.028599
27811672,0.028599
27812672,0.028599
27813672,0.028599
27814672,0.028599
27815672,0.028599
27816672,0.028599
27817672,0.028599
27818672,0.028599
27819672,0.028599
27820672,0.028599
27821672,0.028599
27822672,0.028599
27823672,0.028599
27824672,0.028599
27825672,0.028599
27826672,0.028599
27827672,0.028599
27828672,0.028599
27829672,0.028599
27830672,0.028599
27831672,0.028599
27832672,0.028599
27833672,0.028599
27834672,0.028599
27835672,0.028599
27836672,0
27837672,0
27838672,0
27839672,0
27840672,0
27841672,0
27842672,0
27843672,0.024243
27844672,0.024243
27845672,0.024243
27846672,0.024243
27847672,0.024243
27848672,0.024243
27849672,0.024243
27850672,0.024243
27851672,0.024243
27852672,0.024243
27853672,0.024243
27854672,0.024243
27855672,0.024243
27856672,0.024243
27857672,0.024243
27858672,0.024243
27859672,0.024243
27860672,0.024243
27861672,0.024243
27862672,0.024243
27863672,0.024243
27864672,0.024243
27865672,0.044478
27866672,0.044478
27867672,0.044478
27868672,0.044478
27869672,0.044478
27870672,0.044478
27871672,0.044478
27872672,0.044478
27873672,0.044478
27874672,0.044478
27875672,0.044478
27876672,0.044478
27877672,0.044478
27878672,0.044478
27879672,0.044478
27880672,0.044478
27881672,0.044478
27882672,0.044478
27883673,0.044478
27884673,0.044478
27885673,0.044478
27886673,0.044478
27887673,0.044478
27888673,0
27889673,0
27890673,0
27891673,0
27892673,0
27893673,0
27894673,0
27895673,0
27896673,0
27897673,0
27898673,0
27899673,0
27900673,0
27901673,0
27902673,0.027259
27903673,0.027259
27904673,0.027259
27905673,0.027259
27906673,0.027259
27907673,0.027259
27908673,0.027259
27909673,0.027259
27910673,0.027259
27911673,0.027259
27912673,0.027259
27913673,0.027259
27914673,0.027259
27915673,0.027259
27916673,0.027259
27917673,0.027259
27918673,0.027259
27919673,0.027259
27920673,0.027259
27921673,0.027259
27922673,0.027259
27923673,0.027259
27924673,0.027259
27925673,0.027259
27926673,0.027259
27927673,0.027259
27928673,0.027259
27929673,0.027259
27930673,0.027259
27931673,0.027259
27932673,0.027259
27933673,0.027259
27934673,0.031268
27935673,0.031268
27936673,0.031268
27937673,0.031268
27938673,0.031268
27939673,0.031268
27940673,0.031268
27941673,0.031268
27942673,0.031268
27943673,0.031268
27944673,0.031268
27945673,0.031268
27946673,0.031268
27947673,0.031268
27948673,0.031268
27949673,0.031268
27950673,0.031268
27951673,0.031268
27952673,0.031268
27953673,0.031268
27954673,0.031268
27955673,0.031268
27956673,0.031268
27957673,0.031268
27958673,0.031268
27959673,0.031268
27960673,0.031268
27961673,0.031268
27962673,0.035363
27963673,0.035363
27964673,0.035363
27965673,0.035363
27966673,0.035363
27967673,0.035363
27968673,0.035363
27969673,0.035363
27970673,0.035363
27971673,0.035363
27972673,0.035363
27973673,0.035363
27974673,0.035363
27975673,0.035363
27976673,0.035363
27977673,0.035363
27978673,0.035363
27979673,0.035363
27980673,0.035363
27981673,0.035363
27982673,0.035363
27983673,0.035363
27984673,0.035363
27985673,0.035363
27986673,0.035363
27987673,0.035363
27988673,0.035363
27989673,0.035363
27990673,0
27991673,0
27992673,0
27993673,0
27994673,0.031738
27995673,0.031738
27996673,0.031738
27997673,0.031738
27998673,0.031738
27999673,0.031738
28000673,0.031738
28001673,0.031738
28002673,0.031738
28003673,0.031738
28004673,0.031738
28005673,0.031738
28006673,0.031738
28007673,0.031738
28008673,0.031738
28009673,0.031738
28010673,0.031738
28011673,0.031738
28012673,0.031738
28013673,0.031738
28014673,0.031738
28015673,0.031738
28016673,0.031738
28017673,0.042217
28018673,0.042217
28019673,0.042217
28020673,0.042217
28021673,0.042217
28022673,0.042217
28023673,0.042217
28024673,0.042217
28025673,0.042217
28026673,0.042217
28027673,0.042217
28028673,0.042217
28029673,0.042217
28030673,0.042217
28031673,0.042217
28032673,0.042217
28033673,0.042217
28034673,0.042217
28035673,0.042217
28036673,0.042217
28037673,0.042217
28038673,0.042217
28039673,0.042217
28040673,0.042217
28041673,0
28042673,0
28043673,0
28044673,0
28045673,0
28046673,0
28047673,0
28048673,0
28049673,0
28050673,0
28051673,0.029934
28052673,0.029934
28053673,0.029934
28054673,0.029934
28055673,0.029934
28056673,0.029934
28057673,0.029934
28058673,0.029934
28059673,0.029934
28060673,0.029934
28061673,0.029934
28062673,0.029934
28063673,0.029934
28064673,0.029934
28065673,0.029934
28066673,0.029934
28067673,0.029934
28068673,0.029934
28069673,0.029934
28070673,0.029934
28071673,0.029934
28072673,0.029934
28073673,0.029934
28074673,0.029934
28075673,0.029934
28076673,0.029934
28077673,0.029934
28078673,0.029934
28079673,0.029934
28080673,0.029934
28081673,0.029934
28082673,0.029934
28083673,0.029934
28084673,0
28085673,0
28086673,0
28087673,0
28088673,0.026983
28089673,0.026983
28090673,0.026983
28091673,0.026983
28092673,0.026983
28093673,0.026983
28094673,0.026983
28095673,0.026983
28096673,0.026983
28097673,0.026983
28098673,0.026983
28099673,0.026983
28100673,0.026983
28101673,0.026983
28102673,0.026983
28103673,0.026983
28104673,0.026983
28105673,0.026983
28106673,0.026983
28107673,0.026983
28108673,0.026983
28109673,0.026983
28110673,0.026983
28111673,0.026983
28112673,0.026983
28113673,0.026983
28114673,0.026983
28115673,0.026983
28116673,0.026983
28117673,0.026983
28118673,0.026983
28119673,0.026983
28120673,0.026983
28121673,0.026983
28122673,0.026983
28123673,0.026983
28124673,0.026983
28125673,0
28126673,0
28127673,0
28128673,0
28129673,0
28130673,0
28131673,0
28132673,0.022491
28133673,0.022491
28134673,0.022491
28135673,0.022491
28136673,0.022491
